,Machine_Action
0,1
1,1
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,0
10,1
11,1
12,1
13,0
14,1
15,1
16,1
17,0
18,1
19,0
20,0
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,1
38,0
39,1
40,1
41,1
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,1
50,0
51,0
52,1
53,0
54,1
55,1
56,1
57,0
58,1
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,0
84,0
85,1
86,0
87,1
88,0
89,0
90,1
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,1
100,0
101,0
102,0
103,1
104,1
105,1
106,1
107,1
108,0
109,0
110,1
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,1
119,0
120,0
121,0
122,0
123,0
124,1
125,1
126,0
127,0
128,0
129,1
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,1
149,0
150,0
151,0
152,0
153,0
154,1
155,1
156,0
157,0
158,1
159,0
160,0
161,0
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,1
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,1
192,1
193,0
194,0
195,0
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,1
221,0
222,1
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,1
237,0
238,0
239,0
240,0
241,0
242,1
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,1
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
