,Machine_Action
0,1
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,1
9,1
10,0
11,1
12,0
13,1
14,1
15,1
16,0
17,0
18,0
19,1
20,1
21,1
22,1
23,1
24,0
25,1
26,0
27,0
28,1
29,0
30,1
31,1
32,1
33,1
34,1
35,0
36,1
37,0
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,0
49,1
50,1
51,1
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,0
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,1
70,0
71,0
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,1
84,1
85,1
86,1
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,0
103,0
104,0
105,0
106,1
107,0
108,0
109,0
110,1
111,1
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,1
139,1
140,1
141,0
142,1
143,1
144,1
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,1
171,1
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,1
180,1
181,1
182,1
183,0
184,0
185,1
186,1
187,0
188,0
189,0
190,1
191,0
192,1
193,0
194,0
195,1
196,0
197,0
198,1
199,1
200,1
201,1
202,0
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,0
220,0
221,1
222,1
223,1
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,1
232,1
233,1
234,1
235,1
236,0
237,0
238,0
239,0
240,0
241,0
242,1
243,1
244,1
245,1
246,1
247,1
248,0
249,0
250,0
251,0
252,0
253,0
254,1
255,1
256,1
257,1
258,0
259,1
260,0
261,0
262,0
263,1
264,1
265,1
266,0
267,0
268,0
269,0
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,0
279,0
280,0
281,0
282,1
283,1
284,1
285,0
286,0
287,0
288,1
289,1
290,1
291,0
292,1
293,1
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,1
302,0
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,1
319,1
320,1
321,1
322,0
323,0
324,0
325,0
326,1
327,1
328,1
329,0
330,0
331,0
332,0
333,1
334,1
335,1
336,0
337,0
338,1
339,1
340,0
341,0
342,0
343,1
344,1
345,1
346,0
347,0
348,0
349,0
350,1
351,1
352,1
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,1
362,1
363,1
364,1
365,1
366,0
367,0
368,0
369,0
370,1
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,0
381,1
382,1
383,0
384,0
385,1
386,0
387,1
388,0
389,0
390,1
391,1
392,0
393,0
394,1
395,1
396,0
397,1
398,1
399,1
400,0
401,0
402,0
403,0
404,0
405,0
406,1
407,1
408,1
409,1
410,1
411,0
412,0
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,0
421,1
422,1
423,0
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,0
432,1
433,0
434,1
435,0
436,0
437,1
438,1
439,0
440,1
441,0
442,1
443,0
444,0
445,1
446,1
447,0
448,0
449,1
450,1
451,0
452,0
453,1
454,0
455,1
456,1
457,0
458,0
459,1
460,0
461,1
462,0
463,1
464,0
465,0
466,0
467,1
468,1
469,1
470,1
471,1
472,0
473,0
474,0
475,1
476,0
477,0
478,1
479,1
480,0
481,1
482,0
483,0
484,1
485,1
486,0
487,0
488,1
489,1
490,0
491,0
492,1
493,0
494,0
495,1
496,1
497,1
498,0
499,0
500,1
501,0
502,1
503,0
504,0
505,1
506,1
507,0
508,0
509,1
510,1
511,0
512,1
513,0
514,0
515,0
516,1
517,1
518,1
519,0
520,0
521,0
522,1
523,1
524,0
525,0
526,1
527,1
528,0
529,1
530,0
531,0
532,1
533,0
534,1
535,0
536,1
537,0
538,1
539,0
540,1
541,0
542,1
543,0
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,1
553,1
554,1
555,1
556,0
557,0
558,0
559,0
560,0
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,1
580,1
581,1
582,1
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,1
591,1
592,0
593,0
594,1
595,0
596,0
597,1
598,1
599,1
600,0
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,1
621,0
622,0
623,0
624,0
625,0
626,1
627,1
628,1
629,1
630,0
631,0
632,0
633,1
634,1
635,0
636,1
637,0
638,0
639,0
640,1
641,1
642,1
643,0
644,0
645,1
646,0
647,1
648,0
649,1
650,0
651,1
652,1
653,0
654,0
655,0
656,1
657,1
658,1
659,0
660,0
661,0
662,1
663,1
664,1
665,0
666,0
667,0
668,0
669,1
670,1
671,1
672,1
673,1
674,0
675,0
676,0
677,0
678,0
679,0
680,1
681,1
682,1
683,1
684,1
685,0
686,0
687,0
688,0
689,1
690,1
691,1
692,0
693,0
694,1
695,0
696,1
697,1
698,0
699,0
700,0
701,1
702,1
703,1
704,0
705,0
706,0
707,1
708,1
709,0
710,0
711,1
712,1
713,0
714,1
715,0
716,1
717,0
718,0
719,1
720,1
721,0
722,0
723,1
724,0
725,1
726,1
727,0
728,0
729,1
730,0
731,1
732,0
733,0
734,1
735,1
736,0
737,1
738,0
739,1
740,0
741,0
742,1
743,1
744,0
745,0
746,1
747,1
748,0
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,0
757,1
758,1
759,1
760,0
761,0
762,0
763,0
764,1
765,1
766,1
767,1
768,1
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,1
777,1
778,1
779,1
780,0
781,0
782,0
783,0
784,0
785,1
786,1
787,1
788,1
789,0
790,0
791,0
792,1
793,1
794,1
795,0
796,0
797,0
798,0
799,1
800,1
801,1
802,0
803,0
804,1
805,1
806,0
807,0
808,1
809,0
810,1
811,1
812,0
813,0
814,1
815,1
816,0
817,0
818,1
819,0
820,1
821,0
822,1
823,1
824,0
825,0
826,1
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,1
835,1
836,0
837,1
838,1
839,1
840,1
841,0
842,1
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,0
867,1
868,1
869,0
870,0
871,0
872,1
873,1
874,1
875,1
876,0
877,0
878,0
879,0
880,1
881,1
882,1
883,0
884,1
885,0
886,1
887,0
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,1
896,0
897,1
898,0
899,1
900,0
901,1
902,0
903,0
904,1
905,1
906,0
907,1
908,0
909,0
910,1
911,1
912,0
913,1
914,0
915,0
916,1
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,0
930,1
931,0
932,1
933,0
934,1
935,0
936,0
937,1
938,1
939,0
940,1
941,0
942,1
943,0
944,1
945,0
946,1
947,0
948,0
949,1
950,1
951,0
952,0
953,1
954,1
955,0
956,0
957,1
958,0
959,1
960,0
961,1
962,0
963,1
964,0
965,1
966,0
967,1
968,0
969,1
970,0
971,0
972,1
973,1
974,0
975,0
976,1
977,1
978,0
979,0
980,1
981,1
982,0
983,0
984,1
985,0
986,1
987,0
988,1
989,0
990,1
991,0
992,1
993,0
994,1
995,0
996,0
997,1
998,1
999,0
1000,1
1001,0
1002,0
1003,1
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,0
1014,1
1015,1
1016,1
1017,0
1018,0
1019,0
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,0
1037,0
1038,1
1039,1
1040,1
1041,0
1042,0
1043,0
1044,0
1045,0
1046,1
1047,1
1048,1
1049,1
1050,1
1051,0
1052,0
1053,0
1054,0
1055,1
1056,1
1057,0
1058,1
1059,0
1060,1
1061,0
1062,1
1063,1
1064,0
1065,0
1066,1
1067,0
1068,1
1069,1
1070,0
1071,0
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,1
1080,0
1081,1
1082,0
1083,1
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
