,Machine_Action
0,0
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,0
9,1
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,1
18,1
19,1
20,1
21,0
22,0
23,1
24,1
25,1
26,1
27,1
28,0
29,1
30,1
31,0
32,1
33,0
34,0
35,0
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,0
48,0
49,1
50,1
51,0
52,1
53,0
54,0
55,0
56,1
57,0
58,1
59,1
60,1
61,1
62,1
63,1
64,0
65,0
66,1
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,0
75,0
76,1
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,0
85,0
86,1
87,1
88,1
89,1
90,1
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,1
107,0
108,1
109,0
110,0
111,0
112,1
113,1
114,0
115,1
116,1
117,0
118,0
119,1
120,0
121,1
122,1
123,1
124,0
125,1
126,0
127,1
128,1
129,1
130,0
131,1
132,1
133,0
134,1
135,1
136,0
137,1
138,1
139,0
140,0
141,0
142,1
143,0
144,0
145,1
146,1
147,0
148,0
149,1
150,0
151,0
152,1
153,1
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,0
163,1
164,1
165,0
166,1
167,0
168,0
169,1
170,0
171,1
172,1
173,0
174,0
175,1
176,1
177,0
178,0
179,0
180,1
181,1
182,0
183,1
184,1
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,1
193,1
194,0
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,0
203,0
204,0
205,1
206,1
207,0
208,1
209,0
210,1
211,1
212,1
213,1
214,1
215,0
216,0
217,0
218,1
219,0
220,1
221,0
222,1
223,1
224,0
225,0
226,1
227,0
228,1
229,1
230,1
231,0
232,1
233,0
234,0
235,0
236,1
237,0
238,0
239,1
240,1
241,0
242,0
243,1
244,1
245,1
246,1
247,0
248,0
249,0
250,1
251,1
252,1
253,1
254,0
255,1
256,0
257,0
258,1
259,0
260,0
261,1
262,0
263,0
264,1
265,1
266,1
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,0
280,0
281,1
282,0
283,1
284,0
285,0
286,0
287,1
288,1
289,0
290,0
291,1
292,0
293,0
294,1
295,1
296,0
297,1
298,1
299,0
300,1
301,1
302,0
303,0
304,1
305,0
306,0
307,1
308,1
309,0
310,1
311,0
312,0
313,1
314,0
315,0
316,0
317,0
318,1
319,1
320,1
321,0
322,0
323,1
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,1
338,0
339,1
340,1
341,1
342,0
343,1
344,1
345,1
346,0
347,0
348,0
349,0
350,1
351,0
352,1
353,0
354,0
355,1
356,1
357,0
358,1
359,1
360,0
361,0
362,1
363,0
364,1
365,0
366,0
367,1
368,0
369,0
370,1
371,0
372,0
373,1
374,1
375,0
376,0
377,1
378,1
379,0
380,0
381,1
382,0
383,0
384,1
385,1
386,1
387,0
388,0
389,0
390,1
391,0
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,0
400,0
401,0
402,0
403,0
404,0
405,1
406,0
407,1
408,0
409,1
410,1
411,0
412,0
413,1
414,1
415,0
416,0
417,1
418,1
419,0
420,1
421,1
422,0
423,0
424,1
425,1
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,1
435,1
436,1
437,1
438,0
439,0
440,0
441,1
442,0
443,0
444,1
445,1
446,0
447,0
448,1
449,1
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,0
470,1
471,0
472,1
473,0
474,0
475,1
476,0
477,0
478,1
479,1
480,1
481,1
482,0
483,1
484,1
485,0
486,0
487,0
488,0
489,0
490,1
491,0
492,0
493,0
494,1
495,1
496,1
497,1
498,0
499,0
500,1
501,1
502,0
503,1
504,1
505,0
506,1
507,0
508,0
509,0
510,1
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,0
524,0
525,1
526,0
527,1
528,1
529,1
530,0
531,0
532,1
533,1
534,0
535,0
536,0
537,0
538,1
539,1
540,0
541,0
542,0
543,0
544,0
545,1
546,0
547,1
548,0
549,0
550,1
551,1
552,0
553,0
554,0
555,0
556,1
557,1
558,0
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,1
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,1
599,0
600,0
601,0
602,0
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,1
622,0
623,1
624,0
625,0
626,0
627,1
628,0
629,1
630,0
631,0
632,1
633,0
634,0
635,0
636,0
637,0
638,1
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,1
666,1
667,1
668,1
669,1
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,0
680,0
681,0
682,1
683,0
684,1
685,1
686,0
687,1
688,1
689,1
690,1
691,1
692,1
693,0
694,1
695,0
696,1
697,1
698,0
699,0
700,0
701,1
702,0
703,1
704,1
705,1
706,1
707,0
708,0
709,1
710,1
711,0
712,0
713,0
714,1
715,1
716,0
717,1
718,1
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,0
728,0
729,1
730,0
731,1
732,1
733,0
734,1
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,1
743,1
744,0
745,1
746,0
747,1
748,1
749,1
750,0
751,0
752,0
753,1
754,1
755,1
756,1
757,1
758,1
759,0
760,1
761,0
762,0
763,1
764,1
765,0
766,0
767,0
768,0
769,0
770,1
771,0
772,0
773,1
774,0
775,0
776,0
777,1
778,1
779,1
780,1
781,1
782,1
783,0
784,0
785,0
786,1
787,0
788,1
789,1
790,0
791,1
792,1
793,0
794,0
795,1
796,1
797,0
798,1
799,0
800,0
801,1
802,1
803,0
804,0
805,1
806,1
807,1
808,1
809,0
810,0
811,0
812,0
813,1
814,1
815,0
816,0
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,0
844,1
845,1
846,0
847,1
848,0
849,0
850,0
851,0
852,0
853,1
854,1
855,1
856,1
857,1
858,1
859,0
860,0
861,1
862,0
863,0
864,1
865,1
866,0
867,0
868,1
869,1
870,1
871,0
872,0
873,1
874,1
875,0
876,1
877,1
878,0
879,0
880,1
881,0
882,0
883,0
884,1
885,1
886,0
887,1
888,1
889,0
890,0
891,0
892,1
893,0
894,0
895,1
896,0
897,0
898,1
899,1
900,1
901,0
902,1
903,1
904,1
905,0
906,0
907,0
908,0
909,1
910,0
911,1
912,1
913,0
914,1
915,1
916,0
917,0
918,1
919,0
920,0
921,0
922,1
923,1
924,0
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,0
943,1
944,1
945,1
946,0
947,1
948,1
949,0
950,0
951,0
952,0
953,1
954,1
955,0
956,1
957,0
958,0
959,0
960,1
961,1
962,0
963,0
964,1
965,0
966,1
967,1
968,0
969,1
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,1
980,1
981,0
982,0
983,0
984,0
985,0
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,0
1009,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,0
1018,1
1019,1
1020,0
1021,1
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,1
1047,0
1048,0
1049,1
1050,1
1051,0
1052,0
1053,1
1054,0
1055,0
1056,0
1057,1
1058,1
1059,0
