,Machine_Action
0,0
1,1
2,1
3,1
4,0
5,0
6,0
7,1
8,0
9,1
10,1
11,0
12,0
13,1
14,0
15,1
16,0
17,1
18,1
19,0
20,0
21,0
22,1
23,1
24,0
25,1
26,1
27,1
28,1
29,1
30,0
31,0
32,1
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,1
45,1
46,0
47,0
48,1
49,1
50,0
51,0
52,0
53,1
54,0
55,1
56,1
57,0
58,0
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,1
69,1
70,0
71,1
72,1
73,0
74,0
75,0
76,1
77,1
78,1
79,0
80,0
81,1
82,1
83,1
84,1
85,0
86,0
87,1
88,1
89,1
90,1
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,0
111,0
112,1
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,1
121,1
122,1
123,0
124,1
125,0
126,0
127,1
128,1
129,0
130,1
131,1
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,0
142,0
143,0
144,0
145,1
146,1
147,0
148,0
149,0
150,0
151,1
152,0
153,0
154,1
155,0
156,1
157,0
158,1
159,0
160,1
161,1
162,1
163,1
164,1
165,0
166,0
167,0
168,0
169,1
170,1
171,0
172,0
173,1
174,1
175,0
176,1
177,0
178,0
179,1
180,1
181,0
182,1
183,1
184,0
185,1
186,0
187,1
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,1
196,1
197,1
198,0
199,1
200,0
201,1
202,1
203,1
204,1
205,0
206,1
207,0
208,0
209,0
210,1
211,1
212,0
213,0
214,0
215,0
216,1
217,0
218,1
219,0
220,1
221,1
222,1
223,1
224,0
225,0
226,0
227,0
228,1
229,0
230,1
231,1
232,0
233,1
234,0
235,1
236,0
237,1
238,0
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,0
257,1
258,1
259,0
260,1
261,1
262,1
263,0
264,0
265,0
266,0
267,1
268,1
269,1
270,0
271,0
272,1
273,0
274,0
275,0
276,0
277,0
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,0
288,0
289,0
290,0
291,0
292,0
293,1
294,0
295,1
296,0
297,1
298,1
299,0
300,1
301,0
302,1
303,1
304,0
305,0
306,0
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,1
340,1
341,1
342,0
343,0
344,0
345,1
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,1
356,1
357,0
358,0
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,1
367,1
368,1
369,1
370,0
371,0
372,0
373,0
374,0
375,1
376,1
377,1
378,1
379,1
380,1
381,0
382,1
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,0
401,1
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,0
454,1
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,0
473,0
474,1
475,0
476,0
477,0
478,0
479,0
480,1
481,1
482,1
483,1
484,0
485,1
486,1
487,1
488,1
489,1
490,0
491,0
492,1
493,1
494,1
495,0
496,0
497,0
498,0
499,1
500,0
501,1
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,0
510,0
511,1
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,1
525,0
526,1
527,1
528,0
529,1
530,1
531,1
532,0
533,0
534,0
535,0
536,1
537,1
538,1
539,1
540,1
541,0
542,0
543,0
544,0
545,0
546,1
547,1
548,1
549,1
550,1
551,0
552,1
553,0
554,0
555,1
556,0
557,0
558,0
559,1
560,1
561,0
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,1
570,0
571,0
572,0
573,0
574,1
575,0
576,1
577,1
578,1
579,1
580,1
581,0
582,0
583,0
584,0
585,1
586,1
587,1
588,0
589,0
590,1
591,0
592,1
593,0
594,0
595,1
596,0
597,1
598,1
599,1
600,0
601,0
602,1
603,0
604,1
605,0
606,0
607,1
608,0
609,1
610,0
611,1
612,0
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,0
627,0
628,0
629,0
630,1
631,1
632,1
633,0
634,0
635,1
636,0
637,0
638,1
639,1
640,1
641,1
642,1
643,1
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,1
653,1
654,1
655,1
656,0
657,0
658,1
659,1
660,1
661,1
662,0
663,0
664,0
665,1
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,1
674,1
675,0
676,0
677,0
678,0
679,0
680,1
681,0
682,1
683,1
684,0
685,1
686,1
687,0
688,0
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,0
697,0
698,0
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,1
707,1
708,1
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,1
717,1
718,1
719,1
720,1
721,0
722,0
723,0
724,1
725,1
726,1
727,1
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,1
737,1
738,0
739,0
740,1
741,1
742,1
743,1
744,1
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,1
755,0
756,1
757,1
758,0
759,0
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,1
796,1
797,0
798,1
799,0
800,1
801,1
802,1
803,0
804,0
805,1
806,1
807,1
808,1
809,1
810,1
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,1
829,0
830,1
831,1
832,0
833,0
834,1
835,0
836,1
837,0
838,1
839,0
840,1
841,1
842,0
843,0
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,0
853,0
854,0
855,0
856,0
857,1
858,0
859,1
860,0
861,1
862,1
863,1
864,1
865,0
866,0
867,0
868,1
869,0
870,1
871,1
872,0
873,0
874,1
875,0
876,1
877,0
878,1
879,1
880,0
881,0
882,1
883,0
884,1
885,0
886,1
887,1
888,1
889,0
890,0
891,0
892,1
893,0
894,1
895,0
896,0
897,1
898,1
899,1
900,0
901,0
902,0
903,1
904,1
905,0
906,0
907,1
908,1
909,0
910,0
911,1
912,1
913,0
914,0
915,1
916,0
917,1
918,0
919,1
920,0
921,1
922,0
923,1
924,1
925,1
926,0
927,0
928,0
929,1
930,1
931,1
932,0
933,0
934,0
935,0
936,0
937,1
938,1
939,1
940,0
941,0
942,1
943,0
944,1
945,0
946,1
947,1
948,1
949,1
950,0
951,0
952,0
953,1
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,0
963,0
964,0
965,1
966,0
967,1
968,0
969,0
970,1
971,0
972,1
973,1
974,0
975,1
976,1
977,0
978,0
979,0
980,0
981,1
982,1
983,0
984,1
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,1
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,0
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,0
1020,1
1021,1
1022,0
1023,1
1024,1
1025,1
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,1
1037,1
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,1
1059,1
