,Machine_Action
0,0
1,1
2,1
3,0
4,0
5,1
6,0
7,0
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,0
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,1
77,1
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,1
86,0
87,0
88,0
89,0
90,0
91,1
92,1
93,0
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,0
148,0
149,0
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,1
161,1
162,0
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,1
213,1
214,0
215,1
216,0
217,1
218,1
219,1
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,1
230,1
231,1
232,1
233,0
234,0
235,1
236,0
237,0
238,0
239,0
240,1
241,1
242,1
243,0
244,0
245,0
246,1
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,0
255,1
256,1
257,1
258,0
259,0
260,0
261,0
262,0
263,1
264,0
265,1
266,0
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,1
282,1
283,0
284,0
285,0
286,1
287,1
288,0
289,0
290,1
291,0
292,1
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,1
303,0
304,0
305,1
306,0
307,1
308,0
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,1
317,1
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,1
326,0
327,0
328,1
329,1
330,1
331,0
332,0
333,0
334,0
335,1
336,1
337,1
338,0
339,0
340,0
341,0
342,1
343,1
344,1
345,1
346,0
347,0
348,0
349,1
350,0
351,1
352,1
353,0
354,0
355,1
356,0
357,1
358,0
359,0
360,1
361,1
362,0
363,1
364,0
365,0
366,1
367,0
368,1
369,0
370,1
371,0
372,0
373,1
374,1
375,0
376,0
377,1
378,0
379,1
380,0
381,1
382,0
383,1
384,0
385,1
386,0
387,1
388,0
389,1
390,0
391,0
392,0
393,1
394,1
395,0
396,1
397,0
398,1
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,0
407,1
408,0
409,1
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,1
418,0
419,0
420,1
421,1
422,0
423,0
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,1
435,0
436,0
437,1
438,0
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,0
447,1
448,0
449,1
450,1
451,0
452,0
453,1
454,0
455,1
456,0
457,1
458,1
459,0
460,1
461,0
462,1
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,0
472,1
473,0
474,1
475,0
476,1
477,0
478,0
479,1
480,1
481,1
482,0
483,0
484,0
485,0
486,0
487,1
488,1
489,1
490,1
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,1
499,1
500,0
501,0
502,0
503,0
504,1
505,1
506,1
507,0
508,0
509,1
510,0
511,1
512,0
513,1
514,0
515,1
516,0
517,1
518,0
519,1
520,0
521,0
522,1
523,1
524,0
525,0
526,1
527,0
528,1
529,0
530,1
531,1
532,0
533,0
534,0
535,1
536,0
537,1
538,1
539,0
540,1
541,0
542,0
543,1
544,1
545,0
546,0
547,0
548,1
549,1
550,0
551,1
552,0
553,0
554,1
555,1
556,0
557,0
558,1
559,0
560,1
561,0
562,1
563,0
564,1
565,0
566,1
567,0
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,0
576,1
577,1
578,0
579,0
580,1
581,0
582,1
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,1
591,0
592,1
593,0
594,1
595,0
596,1
597,0
598,1
599,0
600,1
601,0
602,0
603,1
604,1
605,0
606,0
607,1
608,1
609,0
610,1
611,0
612,1
613,0
614,1
615,0
616,1
617,0
618,1
619,0
620,1
621,1
622,0
623,1
624,0
625,1
626,0
627,1
628,0
629,1
630,0
631,1
632,0
633,1
634,0
635,1
636,0
637,1
638,0
639,0
640,0
641,1
642,1
643,0
644,1
645,0
646,1
647,0
648,1
649,0
650,1
651,0
652,1
653,0
654,1
655,0
656,0
657,1
658,1
659,1
660,0
661,0
662,0
663,1
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,0
674,1
675,0
676,0
677,1
678,0
679,1
680,0
681,1
682,1
683,0
684,0
685,1
686,0
687,0
688,1
689,1
690,0
691,1
692,0
693,1
694,0
695,1
696,0
697,1
698,0
699,0
700,1
701,1
702,0
703,0
704,1
705,1
706,0
707,0
708,1
709,0
710,1
711,1
712,0
713,0
714,1
715,0
716,1
717,0
718,1
719,0
720,1
721,0
722,0
723,1
724,1
725,0
726,0
727,1
728,0
729,1
730,1
731,0
732,0
733,1
734,0
735,1
736,0
737,1
738,0
739,1
740,0
741,1
742,0
743,1
744,0
745,1
746,0
747,1
748,0
749,0
750,1
751,0
752,1
753,0
754,1
755,0
756,1
757,0
758,1
759,0
760,0
761,1
762,0
763,1
764,0
765,1
766,0
767,1
768,0
769,1
770,0
771,0
772,1
773,1
774,0
775,0
776,1
777,1
778,0
779,0
780,1
781,1
782,0
783,1
784,0
785,0
786,1
787,0
788,1
789,1
790,0
791,1
792,0
793,0
794,1
795,1
796,0
797,0
798,1
799,1
800,0
801,0
802,1
803,1
804,0
805,1
806,0
807,1
808,0
809,1
810,1
811,0
812,1
813,0
814,1
815,0
816,1
817,1
818,0
819,1
820,0
821,0
822,1
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,1
834,1
835,0
836,0
837,1
838,0
839,1
840,1
841,0
842,1
843,0
844,0
845,1
846,1
847,0
848,0
849,1
850,0
851,1
852,0
853,1
854,0
855,1
856,0
857,1
858,0
859,1
860,0
861,1
862,0
863,1
864,0
865,1
866,1
867,0
868,0
869,0
870,1
871,1
872,0
873,1
874,0
875,1
876,0
877,1
878,0
879,0
880,1
881,1
882,0
883,0
884,1
885,1
886,0
887,1
888,0
889,0
890,1
891,1
892,0
893,0
894,1
895,0
896,1
897,0
898,1
899,1
900,0
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,0
910,1
911,0
912,1
913,0
914,1
915,0
916,1
917,0
918,0
919,1
920,1
921,0
922,0
923,1
924,1
925,0
926,0
927,1
928,0
929,1
930,1
931,0
932,0
933,1
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,1
944,0
945,1
946,0
947,0
948,1
949,1
950,0
951,1
952,0
953,0
954,1
955,0
956,1
957,1
958,0
959,0
960,1
961,0
962,1
963,0
964,1
965,0
966,1
967,0
968,1
969,0
970,0
971,1
972,1
973,0
974,1
975,0
976,0
977,1
978,0
979,1
980,1
981,0
982,0
983,1
984,1
985,0
986,0
987,1
988,0
989,1
990,1
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,1
999,1
1000,1
1001,0
1002,0
1003,1
1004,0
1005,1
1006,0
1007,1
1008,0
1009,1
1010,0
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,0
1018,0
1019,1
1020,0
1021,1
1022,0
1023,1
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,0
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
