,Machine_Action
0,0
1,1
2,1
3,0
4,0
5,1
6,1
7,0
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,1
21,1
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,0
31,1
32,1
33,1
34,1
35,0
36,1
37,0
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,1
48,0
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,0
58,0
59,1
60,0
61,1
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,1
76,1
77,0
78,1
79,0
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,0
100,0
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,1
115,0
116,1
117,0
118,0
119,0
120,0
121,0
122,0
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,0
132,1
133,0
134,1
135,1
136,0
137,0
138,1
139,0
140,1
141,1
142,0
143,0
144,0
145,1
146,0
147,1
148,1
149,1
150,1
151,1
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,1
169,1
170,1
171,1
172,0
173,0
174,0
175,1
176,1
177,0
178,1
179,0
180,0
181,1
182,1
183,0
184,1
185,0
186,0
187,1
188,1
189,1
190,0
191,0
192,0
193,0
194,1
195,1
196,1
197,0
198,1
199,0
200,1
201,0
202,1
203,1
204,1
205,0
206,0
207,0
208,1
209,0
210,1
211,0
212,1
213,0
214,1
215,0
216,1
217,0
218,1
219,0
220,0
221,1
222,0
223,1
224,1
225,0
226,1
227,0
228,1
229,0
230,1
231,0
232,0
233,1
234,1
235,0
236,1
237,0
238,1
239,0
240,1
241,0
242,1
243,1
244,0
245,1
246,0
247,1
248,0
249,0
250,1
251,0
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,0
260,1
261,0
262,0
263,0
264,1
265,0
266,0
267,1
268,1
269,0
270,1
271,0
272,1
273,1
274,1
275,0
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,0
284,1
285,0
286,0
287,1
288,1
289,0
290,1
291,0
292,1
293,0
294,1
295,0
296,1
297,0
298,1
299,0
300,1
301,0
302,1
303,0
304,1
305,0
306,0
307,1
308,0
309,0
310,1
311,1
312,0
313,1
314,0
315,0
316,1
317,0
318,1
319,1
320,0
321,1
322,0
323,0
324,1
325,1
326,0
327,1
328,1
329,0
330,0
331,1
332,0
333,1
334,0
335,1
336,0
337,1
338,1
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,1
347,0
348,1
349,0
350,1
351,0
352,0
353,1
354,1
355,0
356,1
357,0
358,0
359,1
360,0
361,1
362,0
363,1
364,0
365,0
366,1
367,0
368,1
369,1
370,0
371,0
372,0
373,1
374,1
375,0
376,1
377,1
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,1
386,1
387,1
388,0
389,1
390,0
391,1
392,0
393,1
394,0
395,1
396,0
397,0
398,0
399,1
400,1
401,0
402,1
403,1
404,0
405,0
406,1
407,0
408,0
409,1
410,0
411,1
412,0
413,1
414,0
415,1
416,0
417,0
418,1
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,0
434,1
435,0
436,1
437,0
438,1
439,1
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,0
450,0
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,1
464,1
465,1
466,1
467,0
468,0
469,0
470,0
471,1
472,0
473,1
474,1
475,0
476,0
477,0
478,1
479,0
480,1
481,0
482,1
483,0
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,1
501,1
502,1
503,1
504,1
505,0
506,0
507,1
508,1
509,1
510,0
511,0
512,1
513,1
514,0
515,1
516,0
517,1
518,0
519,0
520,1
521,1
522,0
523,1
524,0
525,1
526,0
527,1
528,1
529,0
530,0
531,1
532,0
533,1
534,0
535,1
536,0
537,1
538,0
539,1
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,0
548,0
549,1
550,0
551,1
552,1
553,0
554,0
555,1
556,1
557,1
558,0
559,0
560,0
561,1
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,1
571,0
572,1
573,0
574,1
575,0
576,1
577,0
578,1
579,0
580,1
581,0
582,1
583,1
584,0
585,0
586,1
587,0
588,1
589,0
590,1
591,0
592,1
593,0
594,1
595,0
596,1
597,1
598,0
599,0
600,1
601,0
602,1
603,1
604,0
605,0
606,1
607,0
608,1
609,1
610,0
611,0
612,1
613,1
614,0
615,1
616,0
617,1
618,1
619,0
620,1
621,0
622,0
623,1
624,0
625,1
626,0
627,0
628,1
629,0
630,0
631,0
632,0
633,1
634,1
635,0
636,1
637,1
638,1
639,1
640,1
641,0
642,0
643,0
644,0
645,0
646,1
647,1
648,1
649,1
650,1
651,0
652,0
653,0
654,0
655,1
656,1
657,1
658,0
659,0
660,1
661,0
662,1
663,1
664,0
665,0
666,1
667,1
668,0
669,0
670,1
671,0
672,1
673,1
674,0
675,1
676,0
677,1
678,0
679,1
680,0
681,1
682,0
683,0
684,1
685,1
686,0
687,1
688,0
689,1
690,0
691,1
692,1
693,0
694,0
695,1
696,0
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,1
705,0
706,0
707,0
708,1
709,0
710,0
711,1
712,0
713,1
714,0
715,0
716,1
717,1
718,0
719,0
720,1
721,0
722,1
723,0
724,0
725,0
726,0
727,1
728,1
729,0
730,1
731,1
732,1
733,1
734,0
735,0
736,0
737,1
738,1
739,1
740,0
741,1
742,0
743,0
744,1
745,1
746,0
747,1
748,0
749,0
750,1
751,1
752,0
753,0
754,1
755,1
756,1
757,0
758,0
759,0
760,1
761,1
762,0
763,1
764,0
765,1
766,0
767,1
768,0
769,1
770,1
771,1
772,0
773,1
774,1
775,0
776,0
777,0
778,0
779,0
780,1
781,0
782,1
783,1
784,0
785,0
786,1
787,0
788,0
789,0
790,0
791,1
792,0
793,1
794,1
795,1
796,0
797,1
798,1
799,0
800,0
801,1
802,1
803,0
804,1
805,0
806,1
807,0
808,1
809,0
810,1
811,1
812,0
813,0
814,1
815,1
816,0
817,0
818,1
819,1
820,0
821,1
822,0
823,0
824,1
825,1
826,0
827,0
828,1
829,1
830,0
831,1
832,0
833,1
834,0
835,1
836,0
837,1
838,0
839,1
840,0
841,1
842,0
843,1
844,0
845,1
846,0
847,1
848,0
849,1
850,1
851,0
852,1
853,0
854,1
855,0
856,1
857,0
858,1
859,0
860,0
861,0
862,1
863,0
864,1
865,0
866,0
867,0
868,1
869,0
870,0
871,1
872,1
873,0
874,1
875,1
876,1
877,0
878,1
879,0
880,1
881,0
882,0
883,1
884,1
885,1
886,0
887,0
888,0
889,1
890,1
891,0
892,1
893,0
894,0
895,1
896,1
897,0
898,1
899,1
900,0
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,0
910,1
911,1
912,0
913,0
914,1
915,0
916,1
917,0
918,1
919,1
920,0
921,1
922,0
923,0
924,1
925,0
926,1
927,0
928,1
929,1
930,0
931,1
932,0
933,0
934,1
935,0
936,1
937,1
938,0
939,0
940,1
941,1
942,0
943,1
944,0
945,1
946,0
947,1
948,0
949,1
950,0
951,1
952,0
953,1
954,0
955,1
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,0
964,1
965,1
966,0
967,1
968,1
969,0
970,0
971,0
972,1
973,1
974,0
975,1
976,0
977,1
978,0
979,1
980,0
981,1
982,0
983,1
984,0
985,1
986,0
987,1
988,1
989,0
990,0
991,1
992,0
993,1
994,0
995,1
996,1
997,0
998,1
999,0
1000,1
1001,0
1002,0
1003,1
1004,0
1005,1
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,0
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,0
1021,1
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,0
1029,1
1030,1
1031,0
1032,1
1033,1
1034,0
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
