,Machine_Action
0,0
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,0
10,0
11,0
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,0
35,0
36,0
37,1
38,0
39,0
40,1
41,0
42,1
43,1
44,1
45,0
46,1
47,1
48,0
49,1
50,1
51,1
52,0
53,0
54,1
55,0
56,0
57,0
58,0
59,0
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,0
91,0
92,0
93,0
94,1
95,0
96,0
97,1
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,0
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,0
138,1
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,0
167,1
168,1
169,0
170,1
171,1
172,1
173,1
174,1
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,0
197,0
198,0
199,0
200,0
201,1
202,1
203,1
204,1
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,1
225,1
226,1
227,0
228,1
229,1
230,1
231,1
232,1
233,1
234,0
235,0
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,1
262,1
263,1
264,1
265,1
266,1
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,1
277,0
278,1
279,1
280,1
281,1
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,1
329,0
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,0
379,0
380,0
381,0
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,1
401,0
402,1
403,1
404,1
405,1
406,1
407,1
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,1
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,0
501,0
502,0
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,0
